ID,y_true,y_pred,y_prob
477,1,1,0.7925655137871572
1064,0,0,0.16718463250491986
1077,0,0,0.3654375642652255
2406,0,0,0.48728139407100374
3657,0,1,0.527268332481311
25,0,0,0.312730769604219
5831,1,1,0.7296813308912617
4654,0,0,0.44282031686313267
10146,0,0,0.18996819460940587
10839,0,0,0.17180335221339704
5837,0,1,0.5211514135364095
10379,0,0,0.33531978427408454
10241,0,0,0.21472055572240176
6055,0,0,0.45086649333089907
8213,1,0,0.47095470783421756
6825,0,0,0.031704311911365475
8923,1,1,0.722596194010928
11088,0,1,0.7200580718225053
10833,0,0,0.22594814461828597
3436,0,0,0.2072665487731543
10177,0,0,0.3708830397393016
8135,0,0,0.30243991608244
4487,1,0,0.4524357445952009
10699,0,0,0.36903800002819104
2875,0,0,0.29418708622453116
6299,1,1,0.507281481826686
11148,0,0,0.22973012522744354
7275,0,1,0.521483360493327
1763,1,1,0.5632773610380123
2811,0,0,0.11225235095969353
11071,1,1,0.7775629926998519
8278,0,1,0.8143659933013259
7325,0,0,0.24525792676190433
1743,0,0,0.20651458545280302
4697,0,0,0.3636387162311667
1,1,0,0.39195532162208435
7736,1,0,0.3302333923710252
3643,0,0,0.2861924397042271
8254,0,0,0.3087952483451844
5985,0,0,0.39085850745253625
2278,0,1,0.500606203292091
2345,0,1,0.5255961514736741
9960,0,0,0.21429711725992373
5294,0,0,0.2142605644987926
8852,0,0,0.24933345078654112
8939,0,0,0.3163681868373566
6634,0,0,0.19699351161622555
954,0,0,0.41302327397078636
1176,0,0,0.3030232082422452
7250,0,0,0.3060787346536151
10826,0,0,0.18572796583400936
5596,0,0,0.30658357099780553
2831,0,0,0.27325370886307654
1890,0,0,0.10916509333675667
8773,0,0,0.25560670838830857
9596,0,0,0.32433480222776867
3091,0,0,0.24212887708899114
7485,0,0,0.29445981225340545
7286,0,0,0.11621755152698844
2931,0,0,0.46915760470672885
5272,0,0,0.3992811769528844
10736,0,1,0.5399722349357439
0,0,1,0.5516704944852473
1992,1,0,0.2501925931986101
4483,0,0,0.46581998050804724
3153,0,0,0.02892379792641033
1459,0,0,0.24396762998387098
5283,0,1,0.5301137082228461
6768,0,0,0.04884634799206318
550,0,0,0.3060838151742844
2518,0,0,0.31305485061719124
9576,0,1,0.5444599513172121
75,0,1,0.554984281609802
3312,0,0,0.3537873763271923
1627,0,0,0.32644500511197566
10870,0,0,0.4836951862158252
10476,0,0,0.14376048820742449
10430,0,1,0.5432362902776978
3661,0,1,0.5474775682531768
2156,0,0,0.0847805811638534
10240,1,1,0.5165282717752813
1029,0,0,0.23658633657982545
3667,1,1,0.5653624670694242
1411,0,1,0.5515116404621735
4427,1,0,0.3913646849225281
8395,1,1,0.5734713608141438
10965,0,1,0.7581725957773043
7798,0,0,0.47112401548435767
10856,0,0,0.16828848383271622
4475,0,1,0.5775366644083888
7755,0,0,0.27179214358668935
10673,0,0,0.38019392002645896
9503,0,0,0.48680401820995883
3277,0,0,0.341328935738938
11013,0,0,0.33092012095896606
9967,0,1,0.5200691743082823
5370,0,1,0.5698026909363354
2870,0,1,0.5030523812049688
10509,0,0,0.3375325860983295
9422,0,0,0.37259033691669247
4609,0,0,0.3704645330726423
2416,0,0,0.4544834288731936
1998,0,0,0.49054637910380117
231,0,0,0.09087593451724416
1685,0,1,0.638286829011641
2815,0,1,0.5113256197565754
8800,1,1,0.5897749825206624
5756,0,0,0.1860792560990406
7037,0,1,0.6022587289754125
4790,0,0,0.2721696633048577
2337,0,0,0.1796832890270552
5289,0,0,0.40652035727257047
3107,0,0,0.21749980679708059
7453,1,1,0.5174776891438988
10530,1,0,0.30644529918848296
4084,0,0,0.29291744540997283
2936,0,0,0.27024587025379715
10095,0,0,0.4454316986970274
313,0,1,0.739083471578428
1915,0,1,0.619026463244967
5939,0,1,0.5318851929614022
3900,0,0,0.2544933874213815
309,0,0,0.35773172807319065
380,1,1,0.6066804486354459
2535,1,0,0.4662768081917941
4114,0,1,0.5493317765217607
5154,0,0,0.19230629943395455
9166,0,0,0.3078800085856598
7381,1,1,0.628745255360974
22,0,0,0.40302335351802837
7019,0,0,0.27472339097043413
7947,0,0,0.10698264684720914
1577,1,0,0.4563552344471272
2797,0,0,0.19091301000502406
8310,0,1,0.5031219809282687
5300,0,0,0.47374146736586964
8397,0,0,0.0594889799025439
1745,1,1,0.7437438050529898
2715,1,1,0.5083531677118253
5909,0,0,0.450551153085179
4391,0,0,0.29806338204962074
2134,0,0,0.39309607275186265
4127,1,1,0.5733226403946872
7042,1,0,0.4263081751180197
8140,0,1,0.5425192092138615
5125,0,0,0.4006784876131502
4356,0,0,0.49063704700511
9974,0,1,0.5158747473475161
2088,0,1,0.6290149972632455
1626,1,0,0.1596336569712845
2686,0,0,0.20935017458384023
5062,0,0,0.028194129062720966
2186,1,1,0.8335014991307197
9645,0,1,0.5423583674105873
999,1,0,0.38082783694664984
3623,0,0,0.18024093871069868
10680,0,0,0.47440573169154476
5846,0,0,0.19136741904017654
9499,0,1,0.6203430333485658
4184,0,0,0.236622793924688
9360,0,1,0.572644160935225
7419,0,0,0.19410799000805953
5564,0,0,0.4772626113469354
3859,0,0,0.2639104609441396
5252,0,0,0.47005877342189434
7848,0,0,0.3293635602564195
10909,0,1,0.6739478772699458
1453,0,0,0.384928029456883
7938,0,0,0.46283435660001004
10742,0,1,0.5111089126690017
176,0,0,0.20007139198592888
11010,0,0,0.21737627917675675
9426,0,0,0.23552981578619342
5074,0,0,0.2725115504439796
1715,0,0,0.20697459188763298
3799,0,0,0.2513005216971718
1008,0,0,0.45873827122967026
635,0,0,0.38436492313698095
3526,0,0,0.07702666757370137
6461,0,0,0.27531540684156147
8858,0,0,0.47480572826237916
5430,0,0,0.4657191451538056
4095,0,1,0.6168458194466402
7373,1,0,0.4321646927596263
4470,0,0,0.17062395109954234
9423,0,0,0.1648161193398678
5048,0,0,0.44934818179194613
3194,0,0,0.4983990562043835
1966,0,1,0.7184561455031473
6658,0,0,0.45928055571589244
2814,0,0,0.3228892417717328
2918,0,0,0.47570487604833545
9592,0,0,0.3029979485722931
7912,0,0,0.49056103050179656
6619,0,0,0.13416199233743514
4200,0,0,0.397286512169269
938,0,0,0.4386412031001519
9606,1,1,0.502373023507564
10236,0,0,0.431067742098109
1328,0,0,0.3410490571479855
9986,1,0,0.20918369675087845
8605,0,0,0.2263411574336104
6248,1,1,0.5201766939381429
5049,0,0,0.1708803454490722
8975,0,0,0.4813013410366062
8534,0,0,0.19960862220137052
6283,0,0,0.29806338204962074
2678,0,0,0.3971036635879561
