ID,y_true,y_pred,y_prob
2461,0,0,0.03755979706064132
1921,0,0,0.15162614326715174
9826,1,1,0.902498232167313
9081,0,0,0.19559649188099976
2118,0,0,0.3301076195652714
10129,0,1,0.720064814386864
2836,0,0,0.20527473352739783
6431,0,0,0.25219231458456415
2894,1,1,0.7704645048101529
4141,0,0,0.34003673308420024
9790,1,1,0.5133349499437311
2929,0,0,0.4825881850602822
2379,1,0,0.48855375219592817
737,0,1,0.5698145431196332
2589,0,0,0.32309109697369115
7788,0,0,0.2635054361549216
1173,1,0,0.40176040140010066
10872,0,1,0.5351386347952474
8477,0,0,0.07736500486533275
5010,0,0,0.2611247997993333
4910,0,1,0.5515245685432517
4179,0,0,0.12146239912311202
2499,0,0,0.33368834136676234
6406,0,1,0.6291863106143275
9284,0,0,0.38771398861212625
6729,0,1,0.5862392023201423
1349,0,0,0.3794954205499212
2634,1,1,0.5049152309829286
7441,0,0,0.4133605492204175
5731,0,0,0.2610244691395309
807,0,0,0.44190279957712286
9743,0,1,0.5393365997057028
7527,0,0,0.49779412369733433
6642,0,0,0.2812361876693244
10814,1,1,0.5104340946338977
10949,1,1,0.7230430821363577
3050,0,0,0.26844964681884653
2891,0,0,0.2521236340547705
7610,0,1,0.5713611523303391
6428,0,0,0.3028129422812346
7574,0,0,0.18613828493789114
7699,0,0,0.4973666010642818
5642,0,0,0.22092842811069852
9097,0,0,0.32589173904339336
10356,0,0,0.06520277829953454
697,0,1,0.7506795696967773
9739,0,0,0.35843785687574486
213,0,0,0.11673411883126657
8079,0,0,0.20704327482469667
3266,0,0,0.35829666894217554
8314,0,1,0.8039903702353871
1340,0,1,0.7217759722291682
5117,0,0,0.4888341295024954
868,0,0,0.23352972693493257
3032,0,1,0.5711582280388797
10925,0,0,0.32782708689899437
10091,0,0,0.3630745036778398
2521,1,0,0.3815321446310977
10967,0,0,0.3447274012068691
123,0,0,0.22532304021063904
2456,0,1,0.5251362735917382
6963,0,0,0.30384049338272257
9365,0,0,0.45672701830631224
3846,0,0,0.4945304271257625
10061,0,0,0.294968416184024
5975,0,0,0.19508668789550293
3762,1,0,0.35508610408360153
10092,0,1,0.5070000061195233
10513,0,1,0.5063036686652549
8659,0,0,0.20735946245400902
5802,0,0,0.4647779972369346
3749,0,1,0.5409165690416572
1920,0,0,0.46388050306941503
6059,1,0,0.4521707344876988
3578,0,0,0.2997814689793946
5751,0,0,0.23899182079621104
9799,0,0,0.4979229273076
232,0,0,0.34832214231045133
3281,0,0,0.38922266029912345
4998,0,0,0.22165799406239897
326,0,0,0.3967754054816554
2326,0,0,0.28558457631880546
1172,1,1,0.8463311873436425
2493,0,0,0.33370833957103485
7124,0,0,0.41941798196425945
1277,0,0,0.35916097619801246
8299,0,0,0.25441167437206386
7660,1,0,0.14450418130893317
2549,0,0,0.3197577462113845
762,0,0,0.2729476247276105
4377,0,0,0.3763019895260451
4974,0,1,0.5086571182992237
3919,1,1,0.720869470038783
2262,0,0,0.32572019213504666
7734,1,0,0.46009624240995883
4832,0,1,0.5089224099089872
6382,0,0,0.05474254977107667
9589,0,1,0.5781720728185472
9862,0,0,0.24091572100610514
6343,0,1,0.5874714542180631
4385,0,0,0.17738097985314044
1143,0,0,0.2629195531687205
3469,0,0,0.4675136672097045
89,0,1,0.5621415982146055
916,0,0,0.1876345103124628
2181,0,0,0.4247629715569696
10854,0,0,0.1334587916037977
4686,0,1,0.7728951352186528
9635,0,0,0.4818874998840084
879,0,1,0.512112092384552
7899,0,1,0.6357418010877406
4500,0,1,0.5099587665643269
8182,0,1,0.5560055817000841
8690,0,1,0.6782348387907534
8180,0,0,0.2874427143440342
2625,0,0,0.40433758368994444
5304,0,0,0.32725617534506046
1940,0,0,0.27952931246203394
5121,0,0,0.39773708912614375
9729,0,0,0.3716144257589796
10832,0,0,0.3627802801036601
7348,1,1,0.5220164731982877
9907,0,0,0.2102467651407596
5177,0,0,0.2955466680192372
10037,0,0,0.3143463646386229
378,0,0,0.48716657446308365
6605,0,0,0.42510544713307535
1158,0,0,0.28148732712718333
8687,0,0,0.370045162069536
5991,0,0,0.3221978833575976
8619,0,0,0.11473106947925414
11075,0,0,0.3458260503285039
8086,0,0,0.05956477750470086
9262,0,0,0.28251585473889945
10128,0,0,0.38771398861212625
4442,0,0,0.31305330289226324
3433,0,0,0.3158669658696624
5823,0,0,0.19731479970683488
433,0,0,0.34871042459935686
6931,1,0,0.34774546603371365
4550,0,0,0.3707920335617171
5093,1,1,0.5570422638660042
477,1,1,0.8347189849408122
1064,0,0,0.19222692583434658
1077,0,0,0.3666678523588555
2406,0,0,0.48256780973698665
3657,0,1,0.5108455751111263
25,0,0,0.31927330795475584
5831,1,1,0.7078172360037795
4654,0,0,0.4864573610490414
10146,0,0,0.2042610838831582
10839,0,0,0.17242504672900602
5837,0,1,0.5081033880446316
10379,0,0,0.32896707513151696
10241,0,0,0.229138099144986
6055,0,0,0.4552813571843697
8213,1,0,0.47201595347029834
6825,0,0,0.044455521559240624
8923,1,1,0.7244578577168748
11088,0,1,0.7149077625525742
10833,0,0,0.2329082744423681
3436,0,0,0.21151926149778055
10177,0,0,0.4005363376096225
8135,0,0,0.28775010501968235
4487,1,0,0.44343575135167235
10699,0,0,0.3803145950815354
2875,0,0,0.327854217477027
6299,1,0,0.4850901911758764
11148,0,0,0.25716550762551926
7275,0,1,0.5125029128454971
1763,1,1,0.5830239231733381
2811,0,0,0.11905266812804506
11071,1,1,0.7812959423522721
8278,0,1,0.7970161081530142
7325,0,0,0.2233448820818595
1743,0,0,0.21273016732919378
4697,0,0,0.36364187065369874
1,1,0,0.41503164700068695
7736,1,0,0.3208828419820264
3643,0,0,0.2777136943168198
8254,0,0,0.32793858746155263
5985,0,0,0.38286919404445463
2278,0,0,0.4917723133653786
2345,0,1,0.533359590088609
9960,0,0,0.23515231576735748
5294,0,0,0.18795026456471156
8852,0,0,0.2536092217592369
8939,0,0,0.31653526334921606
6634,0,0,0.1900654860961003
954,0,0,0.40680172848466856
1176,0,0,0.30307493276904907
7250,0,0,0.3203853493593689
10826,0,0,0.16886274709439839
5596,0,0,0.30788281304415044
2831,0,0,0.2852158847179257
1890,0,0,0.1296404896545949
8773,0,0,0.27004078479474913
9596,0,0,0.35164781701056075
3091,0,0,0.2729476247276105
7485,0,0,0.31423220479213804
7286,0,0,0.12499262875917151
2931,0,0,0.48488362554476067
5272,0,0,0.4135300561125346
10736,0,1,0.5472084269674021
0,0,1,0.5558678453878324
1992,1,0,0.25328858708827123
4483,0,0,0.4967493484388197
3153,0,0,0.028398942997482125
1459,0,0,0.24808860969365668
5283,0,1,0.5280012663127516
6768,0,0,0.05407658911241475
550,0,0,0.31440085732955875
2518,0,0,0.2954238761450507
9576,0,1,0.5337305762448429
75,0,0,0.4790491682453192
3312,0,0,0.3618540596717508
1627,0,0,0.367476691318946
10870,0,0,0.46606237396082584
10476,0,0,0.15841458894411523
10430,0,0,0.4981209576487192
3661,0,1,0.5896520483113573
2156,0,0,0.11829019527320471
10240,1,1,0.523826938708289
1029,0,0,0.24199043958059618
3667,1,1,0.6187199942436878
1411,0,1,0.5473456677531993
4427,1,0,0.43124714478296605
8395,1,1,0.614526109347572
10965,0,1,0.7336562785611013
7798,0,0,0.48129643984758325
10856,0,0,0.1733059164163976
4475,0,1,0.6507359488006839
7755,0,0,0.2933194142388888
10673,0,0,0.39895128201301117
9503,0,0,0.4854220605406555
3277,0,0,0.33920141514017155
11013,0,0,0.35376917899672666
9967,0,1,0.5327048441580126
5370,0,1,0.5608102738890002
2870,0,0,0.4913567966433171
10509,0,0,0.3660133548214057
9422,0,0,0.37990261499052785
4609,0,0,0.38105891126578123
2416,0,0,0.48462549641174263
1998,0,0,0.4790955593114162
231,0,0,0.10263387351104833
1685,0,1,0.6447291745571833
2815,0,1,0.5102563086868372
8800,1,1,0.5761216059039526
5756,0,0,0.1793893333564762
7037,0,1,0.5897819727636364
4790,0,0,0.2839485645112861
2337,0,0,0.18784410476273788
5289,0,0,0.394248489745157
3107,0,0,0.23142752624522667
7453,1,1,0.5035866979299852
10530,1,0,0.34456076831975396
4084,0,0,0.3112477487800419
2936,0,0,0.26630434816012727
10095,0,0,0.48123138927238185
313,0,1,0.7455735453823109
1915,0,1,0.6097506332244097
5939,0,1,0.52378393464245
3900,0,0,0.2741236555906865
309,0,0,0.3669686083951016
380,1,1,0.5937080428931427
2535,1,0,0.44359411864939735
4114,0,1,0.5730218718880674
5154,0,0,0.1948315998217889
9166,0,0,0.3034396710181897
7381,1,1,0.646545384977149
22,0,0,0.39711920405770057
7019,0,0,0.25906285253737
7947,0,0,0.1148940667732811
1577,1,0,0.46066579044565137
2797,0,0,0.18881847424772166
8310,0,0,0.4943848164024659
5300,0,0,0.4694029896240218
8397,0,0,0.07296489383273237
1745,1,1,0.7602250675113766
2715,1,0,0.4798192833650189
5909,0,0,0.44199760175639247
4391,0,0,0.3049692717020178
2134,0,0,0.3988645676425385
4127,1,1,0.5701803559828476
7042,1,0,0.3574747868824359
8140,0,1,0.541746302352488
5125,0,0,0.45927734579040297
4356,0,0,0.46619828204612246
9974,0,1,0.5011689705461521
2088,0,1,0.6600290305577778
1626,1,0,0.14450418130893317
2686,0,0,0.17859824971446847
5062,0,0,0.03815288687228998
2186,1,1,0.8145325486458593
9645,0,1,0.552427216630128
999,1,0,0.43415024745502034
3623,0,0,0.18960070688991626
10680,0,0,0.47493155866195175
5846,0,0,0.2256759383604033
9499,0,1,0.6076144751580983
4184,0,0,0.251615298468986
9360,0,1,0.5464343584228648
7419,0,0,0.18042188936714496
5564,0,0,0.4741316527904082
3859,0,0,0.29565676195689794
5252,0,0,0.45118737636698464
7848,0,0,0.31392132079005924
10909,0,1,0.6645972035717437
1453,0,0,0.361897953467524
7938,0,0,0.4435657900136931
10742,0,1,0.5070472994315981
176,0,0,0.21139866572111082
11010,0,0,0.22577064943680455
9426,0,0,0.2354959745382243
5074,0,0,0.27142485957270873
1715,0,0,0.23395308076182758
3799,0,0,0.2615126711830658
1008,0,0,0.4723764693043849
635,0,0,0.37677976955926096
3526,0,0,0.07322499719646275
6461,0,0,0.28876202424421477
8858,0,0,0.4677990109319356
5430,0,0,0.45079230622649824
4095,0,1,0.6011439546718739
7373,1,0,0.4356036988226759
4470,0,0,0.1869011578201855
9423,0,0,0.17283617028234766
5048,0,0,0.44500640036589467
3194,0,1,0.5009066727424827
1966,0,1,0.7412440578506644
6658,0,0,0.4335495711655926
2814,0,0,0.33121801355422337
2918,0,0,0.47259237584587427
9592,0,0,0.28113789187692256
7912,0,0,0.47643191755210723
6619,0,0,0.13447790381776575
4200,0,0,0.4112937162739294
938,0,0,0.451013830410248
9606,1,0,0.47855625896429466
10236,0,0,0.4369647405658888
1328,0,0,0.33331875192018423
9986,1,0,0.1993873878802571
8605,0,0,0.24782192756183888
6248,1,1,0.503350695211499
5049,0,0,0.1846667471818128
8975,0,0,0.4784997018688797
8534,0,0,0.20786346618820384
6283,0,0,0.3049692717020178
2678,0,0,0.4013968166308895
